epoch	val_loss	val_dice_soft	val_dice_crossentropy	loss	dice_soft	dice_crossentropy	lr
21	2.023735523223877	0.3476112484931946	1.0340147018432617	1.977678913275401	0.3408109	1.1968753	1e-05
22	2.0430450439453125	0.3600497841835022	0.5297077894210815	1.9742484966913858	0.34197137	1.1790578	1e-05
23	1.9526987075805664	0.34797635674476624	0.8807956576347351	1.9652580300966898	0.34502947	1.167749	1e-05
24	1.8393489122390747	0.36527711153030396	0.615444004535675	1.960632787545522	0.3466312	1.1388386	1e-05
25	1.8439855575561523	0.3658973276615143	0.8506988286972046	1.954177074432373	0.348795	1.1008086	1e-05
26	2.085113048553467	0.3532707095146179	1.2776529788970947	1.9435286951065063	0.35241956	1.0541555	1e-05
27	2.0931396484375	0.3596591651439667	0.7811753153800964	1.9431820440292358	0.35248867	1.0729316	1e-05
28	1.7949289083480835	0.36872953176498413	0.6739691495895386	1.9379454064369201	0.35434404	1.0394367	1e-05
29	1.8093609809875488	0.3743644058704376	0.49410420656204224	1.9282969307899476	0.3576252	1.0335385	1e-05
30	1.8778424263000488	0.3763372600078583	0.4935734272003174	1.9343789688746134	0.3556798	1.0381186	1e-05
31	2.0313327312469482	0.36240866780281067	0.994937539100647	1.9220826363563537	0.35991117	1.0229039	1e-05
32	1.9280306100845337	0.36923477053642273	0.9780216217041016	1.911047777334849	0.36356363	0.9538806	1e-05
33	1.9178838729858398	0.3859117329120636	0.38864073157310486	1.9076056218147277	0.36486837	0.9480061	1e-05
34	2.0812795162200928	0.3689509928226471	0.37850525975227356	1.912846525510152	0.36303347	0.97373706	1e-05
35	1.883986234664917	0.37728723883628845	0.5222752690315247	1.899285719394684	0.36757138	0.9351228	1e-05
36	1.8821314573287964	0.35412314534187317	1.434010624885559	1.8933715240160625	0.36963663	0.9871463	1e-05
37	1.841109275817871	0.3338775932788849	2.208664894104004	1.883491449356079	0.3728876	0.95003724	1e-05
38	1.6175886392593384	0.3901076912879944	0.688360869884491	1.8933310548464457	0.36987343	1.0612253	1e-05
39	1.825528621673584	0.35306882858276367	1.5984745025634766	1.884925673007965	0.3726156	0.98358446	1e-05
40	1.7330150604248047	0.3497752547264099	1.4235401153564453	1.870110494295756	0.37768403	1.0445005	1e-05
41	2.015185832977295	0.39564862847328186	0.5929835438728333	1.8614342530568442	0.3806261	1.0161543	1e-05
42	1.8794164657592773	0.3968731760978699	0.8370378613471985	1.8539242657025654	0.38318354	1.1288337	1e-05
43	1.9915242195129395	0.39225059747695923	0.9249444007873535	1.8557907120386758	0.38239196	1.1791986	1e-05
44	1.6261221170425415	0.4175523817539215	0.418729692697525	1.8291509064038594	0.39122406	1.1798295	1e-05
45	1.5382176637649536	0.3599622845649719	1.5667582750320435	1.8289132165908812	0.3912573	1.2769381	1e-05
46	1.4341267347335815	0.3218746781349182	2.943561315536499	1.7851487056414286	0.40582782	1.3187113	1e-05
47	1.7564221620559692	0.3386578857898712	2.0906577110290527	1.8031818707784018	0.3997731	1.2357043	1e-05
48	1.798403263092041	0.34477749466896057	1.5092130899429321	1.79531831741333	0.40239662	1.2071086	1e-05
49	2.1471714973449707	0.3909463882446289	1.4441741704940796	1.79340558052063	0.4031781	1.2404801	1e-05
50	1.8821697235107422	0.379580020904541	1.206521987915039	1.7732211621602376	0.40985245	1.2167953	1e-05
51	2.1249427795410156	0.4081266522407532	0.8435452580451965	1.766564221382141	0.41217035	1.2156632	1e-05
52	1.2818089723587036	0.3997984826564789	1.3675915002822876	1.7562505960464478	0.41540357	1.1769426	1e-05
53	1.776052474975586	0.37416207790374756	1.775926947593689	1.7390002465248109	0.4212188	1.0818104	1e-05
54	1.9991153478622437	0.33938655257225037	2.327632427215576	1.7268483781814574	0.42529657	1.0293138	1e-05
55	2.1063151359558105	0.4053887724876404	1.2461364269256592	1.7258833702405294	0.42552266	1.021235	1e-05
56	1.4059085845947266	0.4358099699020386	0.43272119760513306	1.7198848295211793	0.42764717	1.0353425	1e-05
57	1.659030795097351	0.46309810876846313	0.10896167904138565	1.700139540831248	0.43442827	1.0598713	1e-05
58	1.8884272575378418	0.3434947729110718	1.7231721878051758	1.718261594772339	0.42837206	1.0144564	1e-05
59	2.3412766456604004	0.31918764114379883	2.9100372791290283	1.6971903030077617	0.4353768	0.9705074	1e-05
60	1.4498034715652466	0.4129214882850647	1.4438390731811523	1.7238475584983826	0.42644683	0.9443562	1e-05
61	1.6661765575408936	0.40261662006378174	1.2414937019348145	1.7088506738344829	0.4315377	0.9612342	1e-05
62	1.5658143758773804	0.37841808795928955	0.9536393880844116	1.6926956884066264	0.43696347	0.95421267	1e-05
63	1.6436461210250854	0.4249582886695862	0.5948377847671509	1.6784749261538188	0.44161233	0.9052523	1e-05
64	2.1193056106567383	0.3905308246612549	1.004622459411621	1.6675246580441794	0.44532257	0.91092694	1e-05
65	1.4293655157089233	0.3495039641857147	1.650425910949707	1.672945381005605	0.4434733	0.8713713	1e-05
66	2.1961114406585693	0.3312769830226898	1.9326152801513672	1.6590242584546406	0.4482946	0.90352196	1e-05
67	2.1252870559692383	0.32900065183639526	2.0466744899749756	1.6689924629529318	0.44487348	0.8742208	1e-05
68	2.121438980102539	0.37680840492248535	1.1971156597137451	1.632156941095988	0.4572615	0.8570351	1e-05
69	2.0817646980285645	0.37640324234962463	1.725416898727417	1.6566346542040506	0.44897157	0.871887	1e-05
70	1.7544667720794678	0.4330042600631714	1.2889108657836914	1.6628904390335082	0.4467762	0.82128966	1e-05
71	2.0791783332824707	0.3704228401184082	1.0174719095230103	1.6602028703689575	0.44787017	0.8590183	1e-05
72	2.0260467529296875	0.35437560081481934	1.354671835899353	1.651130100886027	0.45103627	0.79611605	1e-05
73	1.3337392807006836	0.39320746064186096	1.1281492710113525	1.6481375201543171	0.4522184	0.83450836	1e-05
74	1.0683014392852783	0.4926186501979828	0.3935670256614685	1.643853280544281	0.4533314	0.75350153	1e-05
75	1.1756142377853394	0.5278011560440063	-0.13265930116176605	1.651799320379893	0.45062774	0.7971762	1e-05
76	1.7745165824890137	0.4524977207183838	0.24941584467887878	1.67257048924764	0.4439022	0.8114556	1e-05
77	1.6605327129364014	0.43303248286247253	1.078934907913208	1.6304700549443563	0.45800117	0.7827753	1e-05
78	2.057745933532715	0.3791924715042114	1.3918510675430298	1.6374299971262614	0.45574906	0.7516253	1e-05
79	1.392137885093689	0.37165650725364685	2.049333095550537	1.6495862905184429	0.45172778	0.75843155	1e-05
80	1.4351541996002197	0.42406779527664185	0.8200603723526001	1.6128417309125265	0.46408334	0.7302329	1e-05
81	1.8404285907745361	0.3584441840648651	1.5617676973342896	1.6300754761695861	0.45827112	0.71558934	1e-05
82	1.5228803157806396	0.44364458322525024	0.43277955055236816	1.6148078799247743	0.46336472	0.66808945	1e-05
83	2.254873752593994	0.3398638367652893	2.322927236557007	1.6023322979609171	0.46740398	0.67820203	1e-05
84	1.94120192527771	0.38435789942741394	1.769120454788208	1.5974291904767355	0.4694113	0.6990164	1e-05
85	1.9529852867126465	0.4575803279876709	0.4978148341178894	1.6360012372334798	0.45633525	0.68722916	1e-05
86	2.081634521484375	0.34667083621025085	1.2365443706512451	1.602944401105245	0.46753526	0.6970837	1e-05
87	1.9362850189208984	0.3971451222896576	1.2266299724578857	1.6084968868891398	0.46561486	0.62580943	1e-05
88	2.125328540802002	0.4354194402694702	1.700834035873413	1.6082384371757508	0.46561405	0.60683346	1e-05
89	1.206451416015625	0.40944236516952515	1.3024204969406128	1.608879029750824	0.46544763	0.6256497	1e-05
90	1.9990818500518799	0.33596909046173096	2.157670497894287	1.6137066515286764	0.46385208	0.67514104	1e-05
91	1.6709351539611816	0.37199923396110535	1.4464819431304932	1.5967902930577595	0.4695838	0.6693703	1e-05
92	1.5523250102996826	0.386569082736969	0.8422273397445679	1.590934498310089	0.47152326	0.56874865	1e-05
93	1.4555721282958984	0.4348210096359253	0.4381903111934662	1.6078616698582968	0.46583143	0.5733217	1e-05
94	1.2897365093231201	0.39245715737342834	1.3676691055297852	1.5836237645149231	0.4741304	0.6082718	1e-05
95	1.9205176830291748	0.41576021909713745	1.3902212381362915	1.5763269392649333	0.47644863	0.5619682	1e-05
96	1.5527199506759644	0.4205027222633362	0.6197696328163147	1.5884057362874349	0.47253868	0.5434073	1e-05
97	1.9768229722976685	0.4272325038909912	0.822208046913147	1.5798552672068278	0.47554752	0.5439775	1e-05
98	1.802765130996704	0.44848862290382385	0.42975324392318726	1.6030458426475525	0.4676091	0.49658966	1e-05
99	1.9546539783477783	0.3594188392162323	1.342131495475769	1.584988875389099	0.47356197	0.5412853	1e-05
100	1.950205683708191	0.34768426418304443	2.094686985015869	1.5755610299110412	0.47666448	0.49594212	1e-05
101	2.1533191204071045	0.42002153396606445	0.6809895038604736	1.5810816852251688	0.4747928	0.49529743	1e-05
102	1.7527745962142944	0.38469040393829346	1.464499592781067	1.5892760864893596	0.4721636	0.488202	1e-05
103	2.0382442474365234	0.4066132605075836	0.7935559153556824	1.5911402440071105	0.47153097	0.4584324	1e-05
104	2.0446226596832275	0.35120338201522827	2.3747105598449707	1.5757503374417623	0.47671407	0.45532322	1e-05
105	1.5716335773468018	0.43070849776268005	1.5964305400848389	1.562874710559845	0.48114473	0.42388383	1e-05
106	1.0752209424972534	0.41397130489349365	2.0462517738342285	1.5754607439041137	0.47699615	0.44779336	1e-05
107	1.9960944652557373	0.34735822677612305	2.8237643241882324	1.5845617540677388	0.47368723	0.42605385	1e-05
108	2.005976438522339	0.3285300135612488	3.6202597618103027	1.576172259648641	0.47643405	0.40803993	1e-05
109	1.7832794189453125	0.3492200970649719	3.890803575515747	1.586036692460378	0.4732208	0.4010089	1e-05
110	1.954942226409912	0.3802716135978699	2.700108766555786	1.5850203331311543	0.47352493	0.3916782	1e-05
111	2.076890230178833	0.3279254138469696	3.9642739295959473	1.559854065577189	0.48198473	0.37637833	1e-05
112	1.7974295616149902	0.3695064187049866	3.1764626502990723	1.5669540365537007	0.4796592	0.39353532	1e-05
113	2.0099782943725586	0.5186431407928467	0.14492735266685486	1.5770279868443806	0.47619584	0.32252818	1e-05
114	2.1826491355895996	0.31492164731025696	4.693721294403076	1.5806307657559713	0.47494057	0.3508203	1e-05
115	1.096688985824585	0.5014355182647705	0.5241633653640747	1.5668154811859132	0.4797156	0.3145714	1e-05
116	1.1087883710861206	0.38403502106666565	3.0656914710998535	1.5665029652913411	0.47992504	0.34297845	1e-05
117	1.8702867031097412	0.39648139476776123	2.4600746631622314	1.5451029801368714	0.48712796	0.34886894	1e-05
118	1.2972489595413208	0.4075008034706116	1.36309015750885	1.5373244309425353	0.4897856	0.31153893	1e-05
119	2.0654220581054688	0.4401245415210724	1.2265523672103882	1.5574227849642435	0.48329157	0.35462525	1e-05
120	1.6259320974349976	0.4234710931777954	2.1938281059265137	1.5488534879684448	0.4858208	0.34987155	1e-05
121	1.4616674184799194	0.37035471200942993	1.9439176321029663	1.5329617738723755	0.49124327	0.29522628	1e-05
122	1.9984970092773438	0.397139310836792	1.2519360780715942	1.5392714277903239	0.4889363	0.27897602	1e-05
123	2.3004043102264404	0.36043664813041687	3.1085846424102783	1.5730552196502685	0.47773993	0.2756249	1e-05
124	1.7343873977661133	0.35535702109336853	3.2244038581848145	1.5573293073972065	0.48310444	0.2779847	1e-05
125	1.9643394947052002	0.4251328706741333	0.37394827604293823	1.5200648419062297	0.49556193	0.25826776	1e-05
126	1.1990948915481567	0.43731188774108887	1.2507799863815308	1.5416511646906534	0.48843062	0.25812018	1e-05
127	1.5828471183776855	0.47495216131210327	0.7125772833824158	1.518657078742981	0.4961695	0.24313258	1e-05
128	2.3033132553100586	0.3452271521091461	3.177755832672119	1.549247419834137	0.48585594	0.32732967	1e-05
129	2.027829647064209	0.41862013936042786	1.379072904586792	1.5471620710690817	0.486608	0.24218635	1e-05
130	1.1939617395401	0.3798580467700958	1.7380149364471436	1.5345443860689798	0.49088335	0.21761188	1e-05
131	2.0208990573883057	0.38861027359962463	1.3641674518585205	1.5453015971183777	0.48722652	0.2233176	1e-05
132	1.6090216636657715	0.3948177695274353	1.454901099205017	1.5358056354522704	0.4904355	0.24464871	1e-05
133	1.927086353302002	0.3779715299606323	1.348870038986206	1.51868816614151	0.49612918	0.17108081	1e-05
134	2.0144400596618652	0.39531761407852173	1.2733376026153564	1.5253437980016074	0.4939571	0.18233328	1e-05
135	2.027925491333008	0.32846778631210327	3.9791526794433594	1.513196276028951	0.49803925	0.17850368	1e-05
136	1.139197587966919	0.4203239977359772	1.3854835033416748	1.5146597194671632	0.49748486	0.15044521	1e-05
137	1.911510944366455	0.4408183693885803	0.43352213501930237	1.5192967653274536	0.49595258	0.18589175	1e-05
138	1.9464467763900757	0.4642608165740967	0.6809452772140503	1.5105474487940471	0.49898335	0.12774654	1e-05
139	1.974792718887329	0.41232481598854065	1.1317232847213745	1.514457918802897	0.4976417	0.15947731	1e-05
140	2.160795211791992	0.35578247904777527	2.946732759475708	1.491986935933431	0.5051733	0.14538756	1e-05
141	2.115990161895752	0.4328904449939728	1.2923249006271362	1.4982371934254963	0.50305015	0.12574668	1e-05
142	2.1477837562561035	0.4130251109600067	1.4231799840927124	1.501056501865387	0.5019798	0.076616034	1e-05
143	1.9590837955474854	0.3771461844444275	2.0449438095092773	1.4930014006296795	0.50460535	0.10589152	1e-05
144	1.47804856300354	0.5002082586288452	-0.12526337802410126	1.5132548753420512	0.49787635	0.123647146	1e-05
145	1.4078700542449951	0.46209535002708435	0.6054417490959167	1.4949970014890035	0.5040931	0.06808666	1e-05
146	1.9643537998199463	0.4783620238304138	0.28212180733680725	1.488220019340515	0.5061719	0.06574153	1e-05
147	1.8342504501342773	0.4780694842338562	0.41631609201431274	1.499001127878825	0.5025699	0.05642103	1e-05
148	1.994338035583496	0.45959964394569397	0.6945592164993286	1.506653250058492	0.49994755	0.0626609	1e-05
149	1.6115553379058838	0.4672691524028778	0.9342753291130066	1.4896398488680522	0.50565875	0.09831903	1e-05
150	2.041203022003174	0.43983903527259827	1.190640926361084	1.4845945111910501	0.5072881	0.01060964	1e-05
151	1.675412654876709	0.42247796058654785	1.9127531051635742	1.4682718340555827	0.51266384	0.02720349	1e-05
152	1.3108783960342407	0.44863054156303406	1.3366401195526123	1.4664716029167175	0.5132627	-0.0059742904	1e-05
153	1.4283692836761475	0.5310840010643005	-0.2665840983390808	1.4589524952570598	0.51587176	0.017526947	1e-05
154	1.4361941814422607	0.4599991738796234	0.6498082280158997	1.4555512726306916	0.5168731	-0.022149526	1e-05
155	1.84440016746521	0.4917868375778198	0.22088830173015594	1.4721002769470215	0.51127267	-0.028849782	1e-05
156	1.5037956237792969	0.4547320306301117	0.3199140429496765	1.462961186170578	0.5142708	-0.028922077	1e-05
157	1.135631799697876	0.5102072358131409	-0.09232266247272491	1.4658904504776	0.51338726	-0.007393114	1e-05
158	1.923132061958313	0.4857131242752075	0.15688005089759827	1.4652751084168751	0.51364625	-0.027660865	1e-05
159	1.731191873550415	0.48846548795700073	0.1633363962173462	1.4664345423380534	0.5131346	-0.052739732	1e-05
160	1.329471230506897	0.48039475083351135	0.2495398074388504	1.4604405224323274	0.5152322	-0.05385612	1e-05
161	1.6452258825302124	0.5019170045852661	-0.006643651518970728	1.41914874235789	0.5287215	-0.14962971	1e-05
162	1.4456347227096558	0.5042856931686401	0.05022198706865311	1.4272715655962627	0.5260229	-0.122377664	1e-05
163	1.4194273948669434	0.48397940397262573	0.3545733094215393	1.4272059834003448	0.5259885	-0.11624941	1e-05
164	1.2429174184799194	0.48660922050476074	0.3638535141944885	1.441473628282547	0.52130216	-0.11394083	1e-05
165	1.8142642974853516	0.45963621139526367	0.7499629259109497	1.4188275019327798	0.52883315	-0.17375793	1e-05
166	1.8943979740142822	0.47705909609794617	0.5345243215560913	1.4075671454270682	0.5326278	-0.24614449	1e-05
167	1.5852422714233398	0.46305176615715027	0.30270370841026306	1.4063062787055969	0.5330002	-0.21479642	1e-05
168	1.5429571866989136	0.4884158968925476	0.2816869616508484	1.3937554518381754	0.53722906	-0.29585406	1e-05
169	1.52378249168396	0.5218873620033264	-0.23420917987823486	1.393966011206309	0.5370666	-0.24986725	1e-05
170	1.2828997373580933	0.5636803507804871	-0.3753608167171478	1.3861296153068543	0.5397675	-0.26404437	1e-05
171	1.1743803024291992	0.4772973358631134	0.6352161765098572	1.406214192310969	0.53302675	-0.26994842	1e-05
172	1.2265820503234863	0.5284956097602844	-0.1953064501285553	1.3778325434525807	0.5424795	-0.29635733	1e-05
173	1.5487213134765625	0.5522357821464539	-0.4444078505039215	1.361380667289098	0.54810536	-0.32504854	1e-05
174	1.532856822013855	0.5482291579246521	-0.3264191746711731	1.3711232499281565	0.5448187	-0.30725965	1e-05
175	1.214552402496338	0.5060312151908875	-0.1531030684709549	1.352627875407537	0.55090094	-0.32299608	1e-05
176	1.7213249206542969	0.4954865872859955	0.8561496734619141	1.352446350256602	0.5509658	-0.34697616	1e-05
177	1.1526565551757812	0.5094737410545349	-0.1513756811618805	1.3423602489630382	0.5542384	-0.36330858	1e-05
178	1.2358055114746094	0.5345827341079712	-0.39019888639450073	1.360655473868052	0.54832965	-0.3495669	1e-05
179	1.2737376689910889	0.5150378942489624	0.15727010369300842	1.342291882832845	0.5543883	-0.3673648	1e-05
180	1.343712329864502	0.5293787717819214	-0.12482185661792755	1.3320517142613728	0.55780464	-0.41538277	1e-05
181	1.798459529876709	0.5253596305847168	-0.02217574045062065	1.3021117742856343	0.5677415	-0.4128068	1e-05
182	1.0705853700637817	0.5529389381408691	-0.40246349573135376	1.3171336686611175	0.56278783	-0.4229319	1e-05
183	1.5445969104766846	0.5757032632827759	-0.46031293272972107	1.3030383070309957	0.56727076	-0.43661335	1e-05
184	1.36238694190979	0.5783975124359131	-0.4771902561187744	1.2975482312838236	0.5690545	-0.43315968	1e-05
185	1.1930882930755615	0.5680391192436218	-0.44996899366378784	1.2937279454867046	0.5703336	-0.42449185	1e-05
186	1.9543395042419434	0.566999614238739	-0.41697564721107483	1.310946843624115	0.56464285	-0.42981282	1e-05
187	1.036731481552124	0.5776381492614746	-0.4840421676635742	1.280591317017873	0.57470196	-0.46262065	1e-05
188	1.6107741594314575	0.5818280577659607	-0.5000530481338501	1.3068002796173095	0.5659101	-0.41910097	1e-05
189	1.1579381227493286	0.548946738243103	-0.4304269850254059	1.2841568819681803	0.5734181	-0.45813847	1e-05
190	1.0543193817138672	0.5859476923942566	-0.4952998757362366	1.259737394253413	0.58151346	-0.4595461	1e-05
191	1.182891607284546	0.5794144868850708	-0.48712974786758423	1.283979638417562	0.5734918	-0.43646225	1e-05
192	1.0098772048950195	0.5732309818267822	-0.46790963411331177	1.2660211209456127	0.5794078	-0.4549235	1e-05
193	1.2517683506011963	0.6098981499671936	-0.5311620831489563	1.2616684691111246	0.5808998	-0.4736495	1e-05
194	1.2709038257598877	0.5446553826332092	-0.4224986135959625	1.259060688416163	0.58174926	-0.47537175	1e-05
195	1.2818158864974976	0.5731397867202759	-0.5112093687057495	1.2490380748112997	0.5852359	-0.487904	1e-05
196	1.1207926273345947	0.6050274968147278	-0.5381206274032593	1.258812069495519	0.58185226	-0.4686999	1e-05
197	2.00281023979187	0.5931879281997681	-0.5110214352607727	1.2424857497215271	0.5873177	-0.48115668	1e-05
198	1.196465015411377	0.5909750461578369	-0.523853063583374	1.2559321157137553	0.5828341	-0.4565915	1e-05
199	1.1817798614501953	0.559457004070282	-0.2731322944164276	1.2351263443628946	0.58989006	-0.47800583	1e-05
200	1.4989254474639893	0.6139365434646606	-0.5416622757911682	1.2237659152348836	0.59378994	-0.49287394	1e-05
201	0.9681367874145508	0.6049397587776184	-0.5405777096748352	1.224170479774475	0.59363127	-0.48792312	1e-05
202	1.0864980220794678	0.6060224771499634	-0.5273357033729553	1.2323575194676717	0.59085685	-0.49296132	1e-05
203	1.189099907875061	0.6031598448753357	-0.525039553642273	1.2135410396258037	0.59725577	-0.5097725	1e-05
204	1.1822848320007324	0.620460569858551	-0.5503560900688171	1.218362149000168	0.59554654	-0.509495	1e-05
205	0.9871928691864014	0.6045911312103271	-0.540636420249939	1.1882582020759582	0.6057764	-0.5281044	1e-05
206	1.4536659717559814	0.6005335450172424	-0.5340627431869507	1.1963479288419088	0.6029974	-0.52432704	1e-05
207	1.1001406908035278	0.6287123560905457	-0.5579506158828735	1.2160557957490286	0.59631544	-0.5126887	1e-05
208	1.1095364093780518	0.5994170308113098	-0.5281076431274414	1.1794524081548055	0.6086193	-0.53034693	1e-05
209	1.1703438758850098	0.6048055291175842	-0.5332134962081909	1.201515909830729	0.6012865	-0.52382463	1e-05
210	1.0265215635299683	0.5987588763237	-0.4761277139186859	1.1725798785686492	0.6107346	-0.5256758	1e-05
211	1.556613802909851	0.6112161874771118	-0.5665530562400818	1.171966327826182	0.61095464	-0.53153384	1e-05
212	1.1594054698944092	0.5883251428604126	-0.48156628012657166	1.1734624222914378	0.61057866	-0.5218061	1e-05
213	1.122316837310791	0.6136007905006409	-0.559270977973938	1.1548852642377219	0.61642027	-0.5374208	1e-05
214	1.1552538871765137	0.614304780960083	-0.5640333890914917	1.1800847411155702	0.6080508	-0.5299118	1e-05
215	1.2056381702423096	0.628533661365509	-0.5652926564216614	1.1770991826057433	0.608836	-0.52853864	1e-05
216	1.1838951110839844	0.6278243064880371	-0.5287183523178101	1.1852803667386373	0.60613835	-0.5187906	1e-05
217	1.1021779775619507	0.6110102534294128	-0.5572980642318726	1.1349630959828694	0.62270784	-0.55273974	1e-05
218	1.0871355533599854	0.6321370005607605	-0.5739822387695312	1.1359582404295603	0.6222777	-0.5547411	1e-05
219	1.2769346237182617	0.6228489279747009	-0.5657529830932617	1.160280560652415	0.614106	-0.5412201	1e-05
220	1.5290117263793945	0.6118178963661194	-0.562476634979248	1.1590132923920948	0.6145206	-0.54805565	1e-05
221	1.0651435852050781	0.6173143982887268	-0.5573183298110962	1.1392763980229696	0.6210823	-0.5546759	1e-05
222	1.0748212337493896	0.6092593669891357	-0.5417749881744385	1.1635908476511638	0.61273706	-0.538951	1e-05
223	1.0642194747924805	0.624918520450592	-0.5586496591567993	1.1183037885030112	0.627969	-0.570814	1e-05
224	1.1537330150604248	0.5968954563140869	-0.5408389568328857	1.116926383972168	0.62833124	-0.56880933	1e-05
225	1.1386646032333374	0.6018972396850586	-0.53267502784729	1.1424288431803384	0.61999804	-0.555821	1e-05
226	1.1506409645080566	0.6107372045516968	-0.5143150091171265	1.1288992909590403	0.62423116	-0.5595394	1e-05
227	1.109105110168457	0.5953798294067383	-0.5384259819984436	1.1435657401879629	0.61946845	-0.55508965	1e-05
228	1.1845515966415405	0.6196523904800415	-0.5519838333129883	1.1209225531419118	0.6270093	-0.5632181	1e-05
229	1.006428599357605	0.6207268834114075	-0.5713252425193787	1.1000905406475068	0.6339143	-0.57507116	1e-05
230	0.9787032604217529	0.6136910915374756	-0.5784183740615845	1.0937499968210855	0.6361863	-0.58045423	1e-05
231	1.0173709392547607	0.606911301612854	-0.5617427825927734	1.0961303520202637	0.63567287	-0.5818188	1e-05
232	1.0411903858184814	0.6369062662124634	-0.5781856775283813	1.1065712483723957	0.6321378	-0.5738983	1e-05
233	1.0727275609970093	0.6316867470741272	-0.5931662321090698	1.1022911405563354	0.6336734	-0.5794343	1e-05
234	1.0590264797210693	0.6138150691986084	-0.5722350478172302	1.1267345360914867	0.6257316	-0.5662287	1e-05
235	1.0458853244781494	0.6385647058486938	-0.5806302428245544	1.0899515597025553	0.63793063	-0.5821455	1e-05
236	1.113214373588562	0.6287328004837036	-0.562574028968811	1.1348737887541454	0.6229338	-0.56135887	1e-05
237	1.0539658069610596	0.6313252449035645	-0.586308479309082	1.0844232944647472	0.6399864	-0.58627975	1e-05
238	1.3814809322357178	0.6387879252433777	-0.5957886576652527	1.109856508175532	0.6315441	-0.5761956	1e-05
239	1.0663833618164062	0.631395161151886	-0.5709642767906189	1.101055235862732	0.634843	-0.5817631	1e-05
240	1.2901464700698853	0.6443282961845398	-0.5958231687545776	1.0931004305680594	0.6375371	-0.58330363	1e-05
241	1.159735918045044	0.6506273746490479	-0.6009117364883423	1.0848497692743937	0.6400768	-0.5887178	1e-05
242	1.0303685665130615	0.6304790377616882	-0.5757678151130676	1.0678707770506541	0.64609194	-0.5940252	1e-05
243	0.992617130279541	0.6296724081039429	-0.5546190142631531	1.078129644393921	0.64278245	-0.5865666	1e-05
244	1.211241602897644	0.6219848394393921	-0.5684211850166321	1.0712160948912304	0.64492	-0.5928681	1e-05
245	0.9345158934593201	0.6510740518569946	-0.6051982641220093	1.0742078892389932	0.6440084	-0.5949512	1e-05
246	1.8979346752166748	0.628908634185791	-0.5909780859947205	1.0637741160392762	0.6475165	-0.60055673	1e-05
247	1.5069845914840698	0.6387042999267578	-0.5968755483627319	1.0624825048446656	0.6479596	-0.6014142	1e-05
248	1.1865746974945068	0.6321065425872803	-0.5958975553512573	1.0681433351834615	0.64628446	-0.5962456	1e-05
249	1.9923043251037598	0.6281182169914246	-0.583577573299408	1.0555204991499583	0.650407	-0.60218877	1e-05
250	0.7812254428863525	0.6388540267944336	-0.5915960073471069	1.0791254103183747	0.642452	-0.5950889	1e-05
251	0.9689170122146606	0.6313540935516357	-0.5844916105270386	1.0620321798324586	0.6483076	-0.6019962	1e-05
252	1.0696378946304321	0.6326656937599182	-0.5890102386474609	1.088272438844045	0.6392622	-0.59229356	1e-05
253	1.1262056827545166	0.6593668460845947	-0.6094154119491577	1.0672787737846374	0.6465658	-0.59891814	1e-05
